m,n,rep,method,sweeps,chords,seconds,relC_final,relC@5,relC@30,converged
200,20,6,CN-greedy,30,6600,0.4793344000354409,0.37864282890910445,0.1809147866763129,0.37864282890910445,0
200,20,6,analytic,0,0,0.0009513999684713781,0.16479471842053375,nan,nan,1
200,20,6,chebyshev,0,0,0.00808060000417754,1.0,nan,nan,1
200,20,7,P,4,880,0.03402769996318966,0.7655226208647368,0.7655226208647368,0.7655226208647368,1
200,20,7,CN,19,4180,0.23756209999555722,0.46388681422934996,0.48588412794304864,0.46388681422934996,1
200,20,7,HYB,5,1100,0.048248000035528094,0.5496415792476914,0.5496415792476914,0.5496415792476914,1
200,20,7,CN-rand,30,6600,0.367784500005655,0.3133013199535721,0.25949532024351796,0.3133013199535721,0
200,20,7,CN-greedy,30,6600,0.4912322000018321,0.4202675951546232,0.16866873738432864,0.4202675951546232,0
200,20,7,analytic,0,0,0.000986300001386553,0.16301662456353164,nan,nan,1
200,20,7,chebyshev,0,0,0.007972299994435161,1.0,nan,nan,1
200,20,8,P,4,880,0.03353590000187978,0.7465273407758743,0.7465273407758743,0.7465273407758743,1
200,20,8,CN,17,3740,0.21432949998416007,0.5018975974535966,0.4043416366314901,0.5018975974535966,1
200,20,8,HYB,5,1100,0.04965149995405227,0.5122350838273756,0.5122350838273756,0.5122350838273756,1
200,20,8,CN-rand,30,6600,0.36732810002285987,0.31839606239489754,0.3673465985907437,0.31839606239489754,0
200,20,8,CN-greedy,30,6600,0.491053199977614,0.40141293625977365,0.17319784914381628,0.40141293625977365,0
200,20,8,analytic,0,0,0.0014491999754682183,0.18221842341426547,nan,nan,1
200,20,8,chebyshev,0,0,0.007915400026831776,1.0,nan,nan,1
200,20,9,P,4,880,0.03332569997292012,0.7480889170021423,0.7480889170021423,0.7480889170021423,1
200,20,9,CN,11,2420,0.13420720002613962,0.5061990717020028,0.4321849681410598,0.5061990717020028,1
200,20,9,HYB,5,1100,0.048458300007041544,0.5050867004373135,0.5050867004373135,0.5050867004373135,1
200,20,9,CN-rand,30,6600,0.36783639999339357,0.36625252799598873,0.36502675314753785,0.36625252799598873,0
200,20,9,CN-greedy,30,6600,0.5337006999761797,0.3460772792925545,0.13724625878377408,0.3460772792925545,0
200,20,9,analytic,0,0,0.0011698000016622245,0.1941248803484568,nan,nan,1
200,20,9,chebyshev,0,0,0.008047299983445555,1.0,nan,nan,1
200,20,10,P,4,880,0.032114300003740937,0.7741407630223602,0.7741407630223602,0.7741407630223602,1
200,20,10,CN,15,3300,0.17953730002045631,0.4987746896047115,0.36670419263077964,0.4987746896047115,1
200,20,10,HYB,5,1100,0.04902680002851412,0.4608212121597498,0.4608212121597498,0.4608212121597498,1
200,20,10,CN-rand,30,6600,0.3728445000015199,0.4875599555183103,0.518860089393106,0.4875599555183103,0
200,20,10,CN-greedy,30,6600,0.48766490002162755,0.42545145668044265,0.17290018687593817,0.42545145668044265,0
200,20,10,analytic,0,0,0.0009496000129729509,0.16965784649665003,nan,nan,1
200,20,10,chebyshev,0,0,0.007972899999003857,1.0,nan,nan,1
200,20,11,P,5,1100,0.04173830000218004,0.7604978458422887,0.7604978458422887,0.7604978458422887,1
200,20,11,CN,10,2200,0.12217940000118688,0.5968265760198754,0.5334550747242307,0.5968265760198754,1
200,20,11,HYB,5,1100,0.04791610001120716,0.563103349078433,0.563103349078433,0.563103349078433,1
200,20,11,CN-rand,30,6600,0.3852273999946192,0.34863846702288787,0.3160560552497683,0.34863846702288787,0
200,20,11,CN-greedy,30,6600,0.49505940004019067,0.41904572641276094,0.16470710604012906,0.41904572641276094,0
200,20,11,analytic,0,0,0.0010073999874293804,0.16107179620496845,nan,nan,1
200,20,11,chebyshev,0,0,0.008214799978304654,1.0,nan,nan,1
200,20,12,P,5,1100,0.04460979998111725,0.7774882843044879,0.7774882843044879,0.7774882843044879,1
200,20,12,CN,11,2420,0.1409350999747403,0.4760245541390129,0.3984604823433559,0.4760245541390129,1
200,20,12,HYB,5,1100,0.06351410003844649,0.48744369876874855,0.48744369876874855,0.48744369876874855,1
200,20,12,CN-rand,30,6600,0.3904939999920316,0.3462748615394329,0.29563426066593207,0.3462748615394329,0
200,20,12,CN-greedy,30,6600,0.5270497999736108,0.44810722057555613,0.21020799777616492,0.44810722057555613,0
200,20,12,analytic,0,0,0.0009934999980032444,0.18891885267899072,nan,nan,1
200,20,12,chebyshev,0,0,0.007992000028025359,1.0,nan,nan,1
200,20,13,P,4,880,0.033606300014071167,0.7719457336449921,0.7719457336449921,0.7719457336449921,1
200,20,13,CN,9,1980,0.10872190003283322,0.47214307234495523,0.39515008093898124,0.47214307234495523,1
200,20,13,HYB,6,1320,0.055366999993566424,0.4840713146632775,0.4690001705342038,0.4840713146632775,1
200,20,13,CN-rand,30,6600,0.3773157999967225,0.22611639215334078,0.4150686754264908,0.22611639215334078,0
200,20,13,CN-greedy,30,6600,0.4854316000128165,0.4193360558908453,0.19178695525330064,0.4193360558908453,0
200,20,13,analytic,0,0,0.0009612999856472015,0.19242978050661624,nan,nan,1
200,20,13,chebyshev,0,0,0.008916800026781857,1.0,nan,nan,1
200,20,14,P,4,880,0.03232599998591468,0.7732522395854144,0.7732522395854144,0.7732522395854144,1
200,20,14,CN,11,2420,0.13565250003011897,0.5010290052224333,0.48238096556500226,0.5010290052224333,1
200,20,14,HYB,5,1100,0.04788849997567013,0.5029750569397436,0.5029750569397436,0.5029750569397436,1
200,20,14,CN-rand,30,6600,0.3608325999812223,0.42421694027458684,0.5091253370732641,0.42421694027458684,0
200,20,14,CN-greedy,30,6600,0.49511199997505173,0.3672356701396724,0.13444395968766837,0.3672356701396724,0
200,20,14,analytic,0,0,0.0009606999810785055,0.1730032374040075,nan,nan,1
200,20,14,chebyshev,0,0,0.007865499996114522,1.0,nan,nan,1
200,20,15,P,4,880,0.03286919998936355,0.7550647801336604,0.7550647801336604,0.7550647801336604,1
200,20,15,CN,10,2200,0.12227220000931993,0.5669628864743188,0.4851488593724326,0.5669628864743188,1
200,20,15,HYB,5,1100,0.04824510001344606,0.5237474812546496,0.5237474812546496,0.5237474812546496,1
200,20,15,CN-rand,30,6600,0.39095289999386296,0.47087881274582616,0.38380427149426116,0.47087881274582616,0
200,20,15,CN-greedy,30,6600,0.49493600003188476,0.2991634241963782,0.13923358601160082,0.2991634241963782,0
200,20,15,analytic,0,0,0.0009809000184759498,0.17603450847509966,nan,nan,1
200,20,15,chebyshev,0,0,0.007919700001366436,1.0,nan,nan,1
200,20,16,P,5,1100,0.0407749000005424,0.7591725322900212,0.7591725322900212,0.7591725322900212,1
200,20,16,CN,14,3080,0.169461700017564,0.4924665456596871,0.41194893087857476,0.4924665456596871,1
200,20,16,HYB,5,1100,0.050052200036589056,0.485449140247639,0.485449140247639,0.485449140247639,1
200,20,16,CN-rand,30,6600,0.37868559994967654,0.44187680271471214,0.5185358673139732,0.44187680271471214,0
200,20,16,CN-greedy,30,6600,0.49524219997692853,0.45515207000877694,0.2032146759817768,0.45515207000877694,0
200,20,16,analytic,0,0,0.0009769000462256372,0.16187195532338558,nan,nan,1
200,20,16,chebyshev,0,0,0.00805389997549355,1.0,nan,nan,1
200,20,17,P,4,880,0.03488570003537461,0.7521520040534596,0.7521520040534596,0.7521520040534596,1
